person_id,name
https://openalex.org/A5085729646,Luís Coelho
https://openalex.org/A5061743580,Hongyu Li
https://openalex.org/A5102779387,Qilong Wu
https://openalex.org/A5012914454,Bowen Xing
https://openalex.org/A5101589112,Wenjie Wang
https://openalex.org/A5042194412,Bernd Carsten Stahl
https://openalex.org/A5014889794,Ziheng Sun
https://openalex.org/A5111312202,L. Sandoval
https://openalex.org/A5015781035,Robert Crystal‐Ornelas
https://openalex.org/A5027330844,S. Mostafa Mousavi
https://openalex.org/A5108047862,Jinbo Wang
https://openalex.org/A5090393849,Cindy Lin
https://openalex.org/A5013362524,Nicoleta Cristea
https://openalex.org/A5012046085,Daniel Tong
https://openalex.org/A5046653592,Wendy Hawley Carande
https://openalex.org/A5071393418,Xiaogang Ma
https://openalex.org/A5035167715,Yuhan Rao
https://openalex.org/A5041783480,James A. Bednar
https://openalex.org/A5110277726,Amanda Tan
https://openalex.org/A5101750217,Jianwu Wang
https://openalex.org/A5017846156,Sanjay Purushotham
https://openalex.org/A5088654091,Thomas E. Gill
https://openalex.org/A5007535697,Julien Chastang
https://openalex.org/A5045648851,Daniel L. Howard
https://openalex.org/A5004306850,Benjamin Holt
https://openalex.org/A5019145079,Chandana Gangodagamage
https://openalex.org/A5112630459,Peisheng Zhao
https://openalex.org/A5045360354,Pablo Rivas
https://openalex.org/A5066917224,Zachary Chester
https://openalex.org/A5088072249,Javier Orduz
https://openalex.org/A5082972452,Aji John
https://openalex.org/A5015350333,Pengzhen Lu
https://openalex.org/A5055627037,Shengyong Chen
https://openalex.org/A5100615959,Yu‐Jun Zheng
https://openalex.org/A5088744199,Alain C. Vaucher
https://openalex.org/A5047408024,Rubén Laplaza
https://openalex.org/A5033283546,Charlotte Bunne
https://openalex.org/A5003040843,Andreas Krause
https://openalex.org/A5007563039,Clémence Corminbœuf
https://openalex.org/A5080069398,Teodoro Laino
https://openalex.org/A5105527581,Gang Su
https://openalex.org/A5054399637,John H. Morris
https://openalex.org/A5035266214,Barry Demchak
https://openalex.org/A5010789029,Gary D. Bader
https://openalex.org/A5070357957,Yibin Jiang
https://openalex.org/A5009627378,Daniel Salley
https://openalex.org/A5075888371,Abhishek Sharma
https://openalex.org/A5028323457,Graham Keenan
https://openalex.org/A5084165213,Margaret Mullin
